Tytuł,Artysta,Opis,Usunięto,"Wykonawcy w tej stacji","Podobne stacje"
"Radio BFG Division","Mick Gordon","Słuchaj wykonawców Mick Gordon, Carpenter Brut, Power Glove, Perturbator i innych.","","Carpenter Brut, Mick Gordon, Power Glove, Perturbator, Magic Sword, Dance with the Dead, Andrey Avkhimovich, Scattle, Marcin Przybyłowicz, Waveshaper, Simon Viklund, Mikołaj Stroiński, Mike Ault, Lazerhawk, Michael Salvatori, M|O|O|N, ","Damon Albarn: życie po Blur, Nowy rock i metal, Świat Gorillaz, Best of 2017: Alternatywna, Nowy metal, System of a Down vs. Rage Against the Machine, Horror metal, Epicki stoner rock, Best of 2017: Rock, Nowy heavy metal i hard rock, Marilyn Manson i jego generacja, Top Rock 2018, Rap-rockowa rewolucja, Best of Marilyn Manson, Świat Chestera Benningtona, Hard rock na wysokich obrotach, "
