Tytuł,Artysta,Opis,Usunięto,"Wykonawcy w tej stacji","Podobne stacje"
"Łagodne przeboje pop","Od Muzyki Google Play","Odpręż się przy składance największych hitów z lat 80. i 90. oraz pierwszej i drugiej dekady XXI w.","","Coldplay, Take That, Monika Brodka, Ed Sheeran, Sam Smith, Train, OneRepublic, Adele, The Script, Dido, James Morrison, Vance Joy, George Ezra, Hozier, A Great Big World, Maroon 5, ","Dojazd do pracy z relaksującym popem, Relaks przy klasykach pop, Spokojne klasyki popu, Pop klasyki do gotowania z Mamą, Pop klasyki na wolnym ogniu, Spokojny pop/rock, Spokojny pop rock, Relaksujące hity wszech czasów, Dekada popowych klasyków, Dekada popowych klasyków, Relaksujące hity muzyki pop, Najlepsze piosenki o miłości, Come Away With Me, Piosenki na złamane serce, Soft pop, Soft pop, "
