Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto,Indeks playlisty
"L&#39; Arena (From &quot;The Mercenary - A Professional Gun&quot;)","Spaghetti Western","Ennio Morricone","284000","5","10","","197"
