Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto,Indeks playlisty
"Jazzmatic (feat. Steph the Sapphic Songstress)","Substantial &amp; Marcus D Are Bop Alloy","Bop Alloy","176000","0","5","","13"
