Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto,Indeks playlisty
"Kurayami Kara Kita Fuan","Blaster Original Soundtrack","Kyohei Nishizawa","229000","0","1","","11"
