Tytuł#Album#Artysta#Czas trwania (ms)#Ocena#Liczba odsłuchań#Usunięto#Indeks playlisty#SpotifyID#Energy#Valance
Umiyakara#Utamichi Aruki#Kazutoshi Matsuda#172000#0#1##23#spotify:track:5r6LR3Cz7qZIMU1d8n9OyW#0.474#0.902
A Regrettable Plan#Prm Noblesse Oblige Original Soundtrack#Ichinoryu Uehara#99000#0#1##6#spotify:track:3o6OXGJtd4JSCrMac8QeDP#0.285#0.878
Ore,yacchaimashita...?#??Ge! Seikyouiku Original Soundtrack#Ichinoryu Uehara#101000#0#0##11#spotify:track:0LDJX8J3yWwIc57wRfBvxx#0.195#0.904
Machikantei#Machikantei#Kiyoko Toma#264000#0#1##7#spotify:track:6lVXimLQpJAQARsGpgIBvG#0.444#0.927
Washima Yuntanja#Washima Yuntanja -Kuniyoshi Shinyu selection-#Shinyu Kuniyoshi#229000#0#0##16#spotify:track:6LobGWGqhww80RTwcrnexz#0.334#0.746
Seishika no Hana#Miuta Shima no uta - Seishika no hana -#Takashi Asato#217000#0#1##13#spotify:track:0x85CgtKtVC2pegpKnYBk8#0.368#0.243
Funauki Otome#Okinawa Ryojo Hana#Suguru Ikeda#123000#0#0##12#spotify:track:3xhPkaymaEEHpQgEBD7BxE#0.287#0.826
The Godfather Love Theme (Tango Style)#Tango  Movies#B-Side Tango#97000#0#0##17#Cannot Find URI#-1#-1
Szklany krajobraz (Muzyka relaksacyjna)#W bezkresnej dali (Muzyka relaksacyjna / relaxation music)#Relaks i medytacja dla ciebie#351000#0#0##18#Cannot Find URI#-1#-1
Reflected in the Mirror#Marie De Trois Personnes#Mari Kamichika#167000#0#0##14#spotify:track:7p5Q3UMI8G1fvw3OHkSDBO#0.0321#0.398
Solamente Una Vez (You Belong to My Heart)#Flores#Yuka Ikeyama#223000#0#0##5#spotify:track:1jLeRmmVjfEGCoTPxovkbz#0.316#0.172
Iitoshiguruni Natanya#Doshibi Inagu Mitchai Hana Jakai#Yuki Yamazato/Katsuko Yohen/Keiko Kinjo#214000#0#0##4#spotify:track:1X4p1PdHSPvAWGXZy6KOai#0.474#0.918
Kanashikute Yarikirenai#Yumede Aimashou +4#Yuki Murakami#213000#5#6##1#Cannot Find URI#-1#-1
Utabito (Fukkoku Ban)#Uta3 -Wakugawa Akira tokushu-#Akira Wakugawa#268000#0#0##9#spotify:track:2U8qvvaNl58vu8LuyvoxE6#0.219#0.305
sora-no-sekai#Life - EP#syo-nen radio#279000#0#2##20#spotify:track:3jAL4xBJrgwqUMfSphlW5m#0.307#0.246
Nanairo#Harmonic - EP#Natsumi Harada#288000#0#0##2#spotify:track:0lEDseK40hxjCJZWMLf38q#0.409#0.621
Shimaya uta ashibi#Meibanfukkoku Nakankiyo#Seishin Taba#151000#0#0##19#spotify:track:00EaWVL2V51FEsaCREzvgv#0.795#0.9
Yaoyorozu Sanka#Konohana Sakuya#Kisou-Yushi#124000#0#0##8#Cannot Find URI#-1#-1
GOLF Bushi#Miuta Shima no uta99#Hirokazu Matsuda#205000#0#1##21#spotify:track:4ScAfpUity25HqLeGcZ3hy#0.379#0.897
The Best Thing#Triangle#Perfume#263000#0#0##22#spotify:track:4PmEroYBmk3LdQmDvfuNN3#0.968#0.922
Deigo no Hana#Meiban Fukkoku Showa Jo Bushi#Teihan China#310000#0#0##3#spotify:track:7gs9VhWOgNUat4DnlEUbNk#0.415#0.36
Yoza Kyodai, Hana Butai#Yui Yui Sisters#Yui Yui Sisters#231000#5#8##0#spotify:track:5akghefnZBuERw95c0tHot#0.212#0.379
Untora Nu Musume no Ayagu#Okinawa Miyakojima Koyo#Yoneo Miyaguni#193000#0#1##15#spotify:track:3TOHBx8gXgZ4iQ19vXULSV#0.352#0.695
Rocket#Head First#Goldfrapp#231000#0#5##13#spotify:track:1AWObBqIxRl6GoGu5uCVkx#0.766#0.438
Shark In The Water#Travelling Like The Light#V V Brown#184000#0#1##18#spotify:track:0BLPuaA32HDg6AJTUT4WMl#0.805#0.697
I Feel Better#One Life Stand#Hot Chip#280000#5#18##10#spotify:track:4qGK21F2n8zYRNsllinNaS#0.672#0.338
Pumped Up Kicks#Torches#Foster the People#239000#0#14##2#spotify:track:7w87IxuO7BDcJ3YUqCyMTT#0.71#0.965
Right Hand Hi#Ultraviolet#Kid Sister#200000#0#2##5#spotify:track:7sYLpCw4sF05Foax4SW4k1#0.922#0.766
Shove It (feat. SpankRock)#Santigold#Santigold#228000#5#28##3#Cannot Find URI#-1#-1
Starry Eyed#Bright Lights (Lights Re-pack / Bonus Version)#Ellie Goulding#176000#5#18##14#spotify:track:1vWGa8yC21ZELs9dAhiC2Q#0.831#0.65
Kids#Oracular Spectacular#MGMT#302000#0#7##15#spotify:track:1jJci4qxiYcOHhQR247rEU#0.931#0.172
Telephone (w/o Beyonce)#This Is The Sound Of...2010#Lady Gaga#221000#0#8##4#Cannot Find URI#-1#-1
Crazy#St. Elsewhere#Gnarls Barkley#177000#5#30##1#spotify:track:2N5zMZX7YeL1tico8oQxa9#0.741#0.612
Meddle#Hands#Little Boots#195000#0#2##19#spotify:track:5hBeax0At5KAHY2XjVRvxX#0.89#0.605
Sun of a Gun#Oh Land#Oh Land#205000#0#1##6#spotify:track:7pe4BMS4P5NpJgMrHNchT1#0.625#0.303
Hang With Me#Body Talk#Robyn#259000#0#1##7#spotify:track:6rW8q1p2GCjGMRAlnxBeo7#0.818#0.245
Hot-n-Fun (feat. Nelly Furtado)#Nothing#N.E.R.D#202000#1#1##23#Cannot Find URI#-1#-1
Rabbit Heart (Raise It Up)#Lungs (International Version)#Florence + The Machine#232000#0#2##16#spotify:track:5RoLLyMmaEG4WiVMlp7r59#0.853#0.389
Somebody To Love Me#Record Collection#Mark Ronson#297000#0#0##24#spotify:track:2Tky1eOpdLXo8yYawnTMcj#0.853#0.566
Heads Will Roll#Its Blitz! (Deluxe digital album)#Yeah Yeah Yeahs#221000#5#23##17#spotify:track:18oWEPapjNt32E6sCM6VLb#0.901#0.807
American Boy (Soul Seekerz Radio Remix)#American Boy#Estelle#234000#0#3##11#spotify:track:2yOEVHGCm5dxferCdMsIQK#0.941#0.456
In Spirit Golden#The Constant#I Blame Coco#208000#0#4##0#Cannot Find URI#-1#-1
Until We Bleed (feat. Lykke Li)#Longing for Lullabies (feat. Titiyo)#Andreas Kleerup#264000#5#32##12#Cannot Find URI#-1#-1
Meter#Tear the Roots#KALEIDA#251000#0#0##10#spotify:track:6e3dZZSSTQNnqFD8oDeR7q#0.492#0.319
Fire Breather#Fire Breather#Laurel#196000#0#0##21#spotify:track:0AdpXhpNmnBY7kOPNO1tEL#0.354#0.352
Come as You Are#Come as You Are#Prep School#194000#0#0##11#spotify:track:2SzvpsqEdlVvrbloAcBmqg#0.288#0.0814
Take It All#Take It All#Ruelle#178000#5#17##12#spotify:track:4kpIKcwKM2kX8wmEd0pZmH#0.633#0.0864
This World#This World#Lena Fayre#226000#0#0##23#spotify:track:3jAmCqEfV3kD7pOjbaWuPy#0.46#0.176
Jagwar#Shapes#SHELLS#212000#0#0##16#spotify:track:1UfkRibfmPYnNrKizbnXPt#0.363#0.325
The Wolves#YEARN#Cyrus Reynolds,Gregg Lehrman#206000#0#2##6#Cannot Find URI#-1#-1
Flesh and Bone#Black Math - EP#Black Math#221000#0#0##19#spotify:track:4d9gaSINB6E9DCp186kxsG#0.5#0.0934
Beautiful Hell#Beautiful Hell#Adna#176000#0#2##3#spotify:track:5HYAco3f6nu5Uz93QWlPTm#0.193#0.125
Burn#Death#Cody Crump#136000#0#2##2#spotify:track:20AsPHXw2ZwKCnBcz7jSDB#0.0534#0.256
Volunteer, Pt. 1#Volunteer#The Spiritual Machines#92000#0#0##8#spotify:track:6h2ij8s8x3cM7JPYpb1UNt#0.489#0.16
Gallows Strung#A Small Murmuration#Snow Ghosts#223000#0#2##4#spotify:track:4EUmpxnQDXxGxB5198dI1p#0.512#0.133
Blindfold#The Dark#Sleeping Wolf#195000#0#0##18#spotify:track:3v1zpoKkRbm45lGXVzlSEH#0.724#0.253
Turns You into Stone#Love and War#Fleurie#230000#0#0##20#spotify:track:4fcQm8Ciow1xh26i6uCUFl#0.781#0.358
Head Full of Lies (Main Title from Residue)#Head Full Of Lies (Main Title from Residue)#Georgi Kay#251000#0#0##14#spotify:track:3GOHVEIzDBRqVr1jxM1Z6x#0.398#0.218
Aint No Mountain High Enough (feat. Shadow Royale)#Run for Cover#Joseph William Morgan#149000#0#0##22#spotify:track:3OJQt8gKEtAceCwFZi2ckr#0.7#0.286
Arcanine#Respire#Ursine Vulpine#304000#0#0##17#spotify:track:6Oy0FEguKUhBFFLzLX9Sme#0.258#0.0393
