Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto
"Transformers (2007) Main Title Theme [From the Original Film Score to &quot;Transformer&quot;] (Cover)","Superheroes Assemble!: The Special Edition - Themes from the World&#39;s Mightiest Heroes of Film, TV and Comic Book!","Brandon K. Verrett","156000","0","0",""
