Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto
"Koto Music - 12th Century to 18th Century (Godan Ginuta)","Japanese Traditional Music","Izumi-kai Original Instrumental Group","151000","0","1",""
