Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto,Indeks playlisty
"Nature Boy (Acoustic)","All My Demons Greeting Me As A Friend (Deluxe)","AURORA	","180000","5","15","","16"
