Tytuł,Album,Artysta,Czas trwania (ms),Ocena,Liczba odsłuchań,Usunięto,Indeks playlisty
"Dear Hearts And Gentle People","Bob Crosby and the Bobcats: The Complete Standard Transcriptions","Bob Crosby and the Bobcats","133000","0","13","","2"
